business_id,rating,user_id
Panaggio’s Fusion Bistro,1,1.158574686112906e+20
Panaggio’s Fusion Bistro,2,1.1049600537813942e+20
Panaggio’s Fusion Bistro,5,1.060503039424394e+20
Panaggio’s Fusion Bistro,5,1.1257659723923775e+20
Panaggio’s Fusion Bistro,5,1.0958836174913914e+20
Panaggio’s Fusion Bistro,5,1.129259131446394e+20
Panaggio’s Fusion Bistro,1,1.1039368519225147e+20
Panaggio’s Fusion Bistro,5,1.1274528475915389e+20
Panaggio’s Fusion Bistro,1,1.1201090422017044e+20
Panaggio’s Fusion Bistro,5,1.0363995463861237e+20
Panaggio’s Fusion Bistro,5,1.1146733543613592e+20
Panaggio’s Fusion Bistro,5,1.088977274921735e+20
Delicious Latino Restaurant,5,1.0182992763443872e+20
Delicious Latino Restaurant,5,1.0712423156346411e+20
Delicious Latino Restaurant,5,1.0052506608454024e+20
Delicious Latino Restaurant,5,1.149336626260545e+20
Delicious Latino Restaurant,5,1.141655488751532e+20
Delicious Latino Restaurant,5,1.1496558805501118e+20
Delicious Latino Restaurant,5,1.088946064981042e+20
Store Grocery,3,1.0331318911823489e+20
Store Grocery,5,1.0889201613102604e+20
Store Grocery,3,1.1596272829101525e+20
Store Grocery,5,1.1545942122921116e+20
Cinemark Movie Bistro-Boca Raton,1,1.165293562099888e+20
Cinemark Movie Bistro-Boca Raton,3,1.1248503294737592e+20
Cinemark Movie Bistro-Boca Raton,5,1.155429188510338e+20
Cinemark Movie Bistro-Boca Raton,3,1.1577234114739944e+20
Cinemark Movie Bistro-Boca Raton,5,1.1712271901412055e+20
Cinemark Movie Bistro-Boca Raton,3,1.0888785194930925e+20
Fitlife Foods Plantation,5,1.079288952252272e+20
Fitlife Foods Plantation,5,1.0641881223760614e+20
Fitlife Foods Plantation,5,1.1780888831546992e+20
Fitlife Foods Plantation,5,1.1419513050889128e+20
Fitlife Foods Plantation,5,1.0037914666028042e+20
Fitlife Foods Plantation,5,1.1621437010168216e+20
Fitlife Foods Plantation,1,1.1303784608269653e+20
Fitlife Foods Plantation,2,1.0575287335798846e+20
Fitlife Foods Plantation,3,1.1483799998179764e+20
Fitlife Foods Plantation,3,1.17229701859343e+20
Fitlife Foods Plantation,5,1.1677670244525444e+20
Fitlife Foods Plantation,5,1.0991314300716014e+20
Fitlife Foods Plantation,5,1.054011179146628e+20
Fitlife Foods Plantation,5,1.0002090513256156e+20
Fitlife Foods Plantation,5,1.0274823744971868e+20
Fitlife Foods Plantation,5,1.0656005058629865e+20
Fitlife Foods Plantation,5,1.163300618506703e+20
Fitlife Foods Plantation,4,1.107560320588322e+20
Fitlife Foods Plantation,5,1.0026645678308069e+20
Fitlife Foods Plantation,5,1.0888102601660298e+20
Marcelina’s,4,1.1577237595780722e+20
Marcelina’s,5,1.002231039268338e+20
Marcelina’s,5,1.164904171183814e+20
Marcelina’s,5,1.153632551951198e+20
Marcelina’s,4,1.088770055601486e+20
Canton Palace Chinese Restaurant,5,1.1025308551466497e+20
Canton Palace Chinese Restaurant,5,1.1529819182237642e+20
Canton Palace Chinese Restaurant,5,1.0467715974188954e+20
Canton Palace Chinese Restaurant,3,1.06231388158325e+20
Canton Palace Chinese Restaurant,5,1.0762709498429592e+20
Canton Palace Chinese Restaurant,3,1.17786772451603e+20
Canton Palace Chinese Restaurant,4,1.088740660772243e+20
Canton Palace Chinese Restaurant,2,1.077004243929454e+20
Canton Palace Chinese Restaurant,1,1.0481107583128456e+20
MotLee's,4,1.0940198464032055e+20
MotLee's,2,1.0153483953674612e+20
MotLee's,1,1.0463348848744772e+20
MotLee's,4,1.1713448973260764e+20
MotLee's,1,1.1223820972905067e+20
MotLee's,2,1.0887346841504026e+20
MotLee's,5,1.0934886089289692e+20
MotLee's,5,1.079882335340338e+20
MotLee's,5,1.1163913077141894e+20
MotLee's,3,1.181005918868243e+20
Taco San Marcos,5,1.1636004005078563e+20
Taco San Marcos,4,1.0912312735774582e+20
Taco San Marcos,5,1.1754994910577576e+20
Taco San Marcos,5,1.1354452924110912e+20
Taco San Marcos,5,1.009471812861122e+20
Taco San Marcos,5,1.1369227106817658e+20
Taco San Marcos,5,1.0616729640172264e+20
Taco San Marcos,5,1.1655683786256884e+20
Taco San Marcos,5,1.1419325279066187e+20
Taco San Marcos,5,1.0814458405943429e+20
Taco San Marcos,5,1.1653108986429332e+20
Taco San Marcos,5,1.0886053012543894e+20
Taco San Marcos,5,1.0984521679546466e+20
Taco San Marcos,5,1.05425145752876e+20
Taco San Marcos,5,1.0955583027951626e+20
Taco San Marcos,5,1.067463476730377e+20
Taco San Marcos,5,1.0531824526783047e+20
Bodega Taqueria y Tequila Aventura,2,1.134006229353088e+20
Bodega Taqueria y Tequila Aventura,5,1.006370281126039e+20
Bodega Taqueria y Tequila Aventura,5,1.156872119220629e+20
Bodega Taqueria y Tequila Aventura,4,1.012422083114254e+20
Bodega Taqueria y Tequila Aventura,5,1.0992159081432598e+20
Bodega Taqueria y Tequila Aventura,4,1.048494382867738e+20
Bodega Taqueria y Tequila Aventura,2,1.0766330366713989e+20
Bodega Taqueria y Tequila Aventura,3,1.149373853968215e+20
Bodega Taqueria y Tequila Aventura,1,1.1177037233274292e+20
Bodega Taqueria y Tequila Aventura,5,1.0073700209766844e+20
Bodega Taqueria y Tequila Aventura,5,1.0479535772053987e+20
Bodega Taqueria y Tequila Aventura,3,1.0884982792290948e+20
Bodega Taqueria y Tequila Aventura,2,1.1102518596305029e+20
Cypress Food Store Inc,5,1.1759888870397868e+20
Cypress Food Store Inc,5,1.1621427275554198e+20
Cypress Food Store Inc,5,1.1553167647658656e+20
Cypress Food Store Inc,5,1.165978883166706e+20
Cypress Food Store Inc,5,1.1476445392554417e+20
Cypress Food Store Inc,5,1.0349531033107695e+20
Danny's Kitchen,5,1.0167235775065924e+20
Danny's Kitchen,5,1.1547472286672047e+20
Danny's Kitchen,2,1.0852709551088778e+20
Danny's Kitchen,1,1.1580764316128453e+20
Danny's Kitchen,5,1.0247048108426178e+20
Danny's Kitchen,5,1.0880216047737037e+20
Danny's Kitchen,1,1.0684209430290671e+20
Danny's Kitchen,5,1.05754429527735e+20
YOUNGS KITCHEN,5,1.111360080255817e+20
YOUNGS KITCHEN,5,1.0306642262331644e+20
YOUNGS KITCHEN,5,1.048067348206798e+20
YOUNGS KITCHEN,1,1.1543340276511516e+20
YOUNGS KITCHEN,5,1.0879883419093497e+20
YOUNGS KITCHEN,4,1.1139409573031004e+20
YOUNGS KITCHEN,4,1.0952823787382738e+20
YOUNGS KITCHEN,5,1.007895562579148e+20
YOUNGS KITCHEN,5,1.0692086399994996e+20
YOUNGS KITCHEN,5,1.048270227834776e+20
YOUNGS KITCHEN,5,1.060080531197028e+20
Starlight Restaurant & Lounge,5,1.176489712412494e+20
Starlight Restaurant & Lounge,4,1.0419092775018707e+20
Starlight Restaurant & Lounge,1,1.1215491603811144e+20
Starlight Restaurant & Lounge,5,1.1269329508040344e+20
Starlight Restaurant & Lounge,5,1.1310797404829286e+20
Starlight Restaurant & Lounge,1,1.0359508581168292e+20
Salty Bagel and Grill,4,1.0355142341755514e+20
Salty Bagel and Grill,5,1.149948879968126e+20
Salty Bagel and Grill,5,1.089328535786143e+20
Salty Bagel and Grill,5,1.165066792990439e+20
Salty Bagel and Grill,5,1.0117528203865327e+20
Salty Bagel and Grill,5,1.0983791418076468e+20
Salty Bagel and Grill,5,1.1112283332737412e+20
Salty Bagel and Grill,5,1.171926987906965e+20
Salty Bagel and Grill,4,1.087848319031372e+20
Salty Bagel and Grill,5,1.062506333006242e+20
Salty Bagel and Grill,5,1.1720364900143596e+20
Salty Bagel and Grill,5,1.1737188503872315e+20
Salty Bagel and Grill,5,1.1273932480236577e+20
Salty Bagel and Grill,5,1.1776154377820622e+20
The Hummus Corner of Wekiva,5,1.1260781250968932e+20
The Hummus Corner of Wekiva,1,1.0197176972424864e+20
The Hummus Corner of Wekiva,5,1.0878261400736026e+20
The Hummus Corner of Wekiva,5,1.1360799821198605e+20
The Hummus Corner of Wekiva,5,1.1130692203881094e+20
The Hummus Corner of Wekiva,5,1.0667747363115812e+20
The Hummus Corner of Wekiva,5,1.0147095001406076e+20
The Hummus Corner of Wekiva,5,1.1470295515973942e+20
The Hummus Corner of Wekiva,5,1.1517974144909753e+20
The Hummus Corner of Wekiva,5,1.0607873609504049e+20
The Hummus Corner of Wekiva,5,1.1111513939933417e+20
The Hummus Corner of Wekiva,4,1.0561851547493956e+20
The Hummus Corner of Wekiva,5,1.0996537386437742e+20
The Hummus Corner of Wekiva,5,1.0824086129434935e+20
The Hummus Corner of Wekiva,5,1.0608829828107913e+20
The Hummus Corner of Wekiva,4,1.0796272150731838e+20
The Hummus Corner of Wekiva,3,1.0760130507050328e+20
The Hummus Corner of Wekiva,5,1.0467157030714915e+20
The Hummus Corner of Wekiva,5,1.1613495743732924e+20
The Hummus Corner of Wekiva,5,1.0205371743570031e+20
The Hummus Corner of Wekiva,5,1.1733563530445124e+20
The Hummus Corner of Wekiva,4,1.1716384739656773e+20
The Hummus Corner of Wekiva,1,1.09695917739086e+20
The Hummus Corner of Wekiva,5,1.0527912181760528e+20
The Hummus Corner of Wekiva,5,1.109479695036788e+20
The Hummus Corner of Wekiva,4,1.137143180971999e+20
The Hummus Corner of Wekiva,5,1.1367460699882036e+20
The Hummus Corner of Wekiva,4,1.0986428168410989e+20
The Hummus Corner of Wekiva,5,1.1757020399109664e+20
The Hummus Corner of Wekiva,5,1.08596409238544e+20
The Hummus Corner of Wekiva,5,1.0789579857173815e+20
The Hummus Corner of Wekiva,4,1.0042303745585277e+20
The Hummus Corner of Wekiva,5,1.1809401057010455e+20
The Hummus Corner of Wekiva,5,1.127921330028702e+20
Sicilia's Pizza - Italian New York Style Pizza,5,1.0981285823665196e+20
Sicilia's Pizza - Italian New York Style Pizza,5,1.0877946403666852e+20
Sicilia's Pizza - Italian New York Style Pizza,4,1.153787328783304e+20
Sicilia's Pizza - Italian New York Style Pizza,1,1.1821481466917972e+20
Sicilia's Pizza - Italian New York Style Pizza,5,1.148501343351092e+20
Sicilia's Pizza - Italian New York Style Pizza,1,1.0860872694747583e+20
Sicilia's Pizza - Italian New York Style Pizza,5,1.108487695345629e+20
Sicilia's Pizza - Italian New York Style Pizza,5,1.0308114120441604e+20
Sicilia's Pizza - Italian New York Style Pizza,4,1.0204811512304063e+20
Sicilia's Pizza - Italian New York Style Pizza,5,1.0407647873488585e+20
Sicilia's Pizza - Italian New York Style Pizza,5,1.0113200335057176e+20
Sicilia's Pizza - Italian New York Style Pizza,5,1.1740290193200475e+20
Sicilia's Pizza - Italian New York Style Pizza,5,1.0375450708055165e+20
Sicilia's Pizza - Italian New York Style Pizza,1,1.0897506620626136e+20
Sicilia's Pizza - Italian New York Style Pizza,5,1.1345568911176263e+20
Sicilia's Pizza - Italian New York Style Pizza,5,1.1341796582799327e+20
Sicilia's Pizza - Italian New York Style Pizza,5,1.046044708714927e+20
Sicilia's Pizza - Italian New York Style Pizza,5,1.035382958359759e+20
Sicilia's Pizza - Italian New York Style Pizza,4,1.027164541954959e+20
El Palenque Pizzería Cubana,3,1.0483381720336795e+20
El Palenque Pizzería Cubana,2,1.0146199651399442e+20
El Palenque Pizzería Cubana,4,1.0718746879903583e+20
El Palenque Pizzería Cubana,5,1.179314432552046e+20
El Palenque Pizzería Cubana,4,1.1542444464209438e+20
El Palenque Pizzería Cubana,3,1.1604648291154176e+20
El Palenque Pizzería Cubana,5,1.0877429029020554e+20
El Palenque Pizzería Cubana,5,1.0239093119519746e+20
El Palenque Pizzería Cubana,5,1.1703354053354463e+20
El Palenque Pizzería Cubana,2,1.064194381477239e+20
El Palenque Pizzería Cubana,5,1.1705463405747538e+20
The Bridge Restaurant,5,1.1613495743732924e+20
The Bridge Restaurant,5,1.087615451724962e+20
The Bridge Restaurant,5,1.1579956604793482e+20
The Bridge Restaurant,5,1.1724944067773437e+20
The Bridge Restaurant,5,1.0746380972784796e+20
The Bridge Restaurant,5,1.08763339453612e+20
The Bridge Restaurant,5,1.1492064041592993e+20
The Bridge Restaurant,5,1.0017669253704424e+20
The Bridge Restaurant,5,1.1135121729038855e+20
The Bridge Restaurant,5,1.1235889604091635e+20
The Bridge Restaurant,5,1.0550492398444275e+20
The Bridge Restaurant,5,1.0971119648375176e+20
The Bridge Restaurant,5,1.0885162413118e+20
The Bridge Restaurant,3,1.1439657371875336e+20
The Bridge Restaurant,5,1.1589983028256614e+20
The Bridge Restaurant,1,1.1264507096871908e+20
Los Tacos By Chef Omar,5,1.102097527619754e+20
Los Tacos By Chef Omar,5,1.152691928761467e+20
Los Tacos By Chef Omar,4,1.1770298016824151e+20
Los Tacos By Chef Omar,5,1.0875969616289412e+20
Los Tacos By Chef Omar,5,1.111723534821366e+20
Los Tacos By Chef Omar,5,1.1741861539550634e+20
Los Tacos By Chef Omar,5,1.1188976353373744e+20
Los Tacos By Chef Omar,5,1.0994683670633392e+20
Los Tacos By Chef Omar,3,1.0787978374607898e+20
Los Tacos By Chef Omar,4,1.1220424211085668e+20
Los Tacos By Chef Omar,3,1.125854447654097e+20
Los Tacos By Chef Omar,3,1.1262900998081352e+20
Los Tacos By Chef Omar,4,1.0203247469158597e+20
Los Tacos By Chef Omar,5,1.020021624637364e+20
Los Tacos By Chef Omar,5,1.1074430529779945e+20
Los Tacos By Chef Omar,5,1.1829060871758107e+20
Los Tacos By Chef Omar,5,1.182157678035535e+20
Los Tacos By Chef Omar,5,1.0588990147839536e+20
Los Tacos By Chef Omar,1,1.0573292369922684e+20
Los Tacos By Chef Omar,5,1.0692000492759068e+20
Los Tacos By Chef Omar,5,1.045282671726641e+20
Los Tacos By Chef Omar,2,1.1523322427094824e+20
Corrina's Pizza,5,1.1576386934208817e+20
Corrina's Pizza,4,1.0875742384070187e+20
Corrina's Pizza,5,1.0919379081175976e+20
Corrina's Pizza,4,1.0212231505428056e+20
Corrina's Pizza,5,1.0865166282736068e+20
Corrina's Pizza,5,1.1253921333768688e+20
Corrina's Pizza,5,1.1250273122255692e+20
Corrina's Pizza,5,1.160326270530462e+20
Corrina's Pizza,5,1.1477100344152664e+20
Corrina's Pizza,5,1.032887513537639e+20
Corrina's Pizza,5,1.1580123454658635e+20
Corrina's Pizza,5,1.1091565568843956e+20
Corrina's Pizza,5,1.0927313275961855e+20
Corrina's Pizza,5,1.0749098946156433e+20
Corrina's Pizza,5,1.1014927258512838e+20
Copas Restaurant Bar & Lounge,5,1.1073412911611912e+20
Copas Restaurant Bar & Lounge,5,1.1795683186989988e+20
Copas Restaurant Bar & Lounge,2,1.0540866820724195e+20
Copas Restaurant Bar & Lounge,5,1.1411183304943844e+20
Copas Restaurant Bar & Lounge,3,1.118000343437437e+20
Copas Restaurant Bar & Lounge,2,1.0874739581340312e+20
Esencias Cafe,3,1.1433719286757294e+20
Esencias Cafe,5,1.0874335120347786e+20
Esencias Cafe,5,1.1255947732390516e+20
Esencias Cafe,5,1.1556596864128238e+20
Esencias Cafe,5,1.0243241212929656e+20
Esencias Cafe,5,1.0605750014360235e+20
Esencias Cafe,5,1.1464995684442589e+20
Esencias Cafe,3,1.0966399587654989e+20
Esencias Cafe,5,1.0566291220278336e+20
Esencias Cafe,5,1.113648402432961e+20
Esencias Cafe,5,1.0130125737528368e+20
Esencias Cafe,5,1.0140402421375258e+20
Esencias Cafe,5,1.0560275326815424e+20
Esencias Cafe,4,1.045808327621343e+20
Esencias Cafe,5,1.0481119827644672e+20
Esencias Cafe,4,1.005677342681036e+20
Esencias Cafe,5,1.0391844602841904e+20
Downtown Music Hall,5,1.0564901255981294e+20
Downtown Music Hall,5,1.0613573418786752e+20
Downtown Music Hall,4,1.0956520556091872e+20
Downtown Music Hall,5,1.1714978459005044e+20
Downtown Music Hall,5,1.008949258151176e+20
Downtown Music Hall,5,1.0813974063549832e+20
Downtown Music Hall,5,1.0611795027295773e+20
Downtown Music Hall,5,1.1217732078735376e+20
Downtown Music Hall,5,1.127175984321616e+20
Downtown Music Hall,5,1.0946934456960624e+20
Downtown Music Hall,5,1.0572885597233314e+20
Downtown Music Hall,5,1.1629645353357276e+20
Trattoria Pasquale North,2,1.130649186947025e+20
Trattoria Pasquale North,4,1.0401981346922471e+20
Trattoria Pasquale North,5,1.0074021375581692e+20
Trattoria Pasquale North,4,1.087386879939487e+20
Trattoria Pasquale North,1,1.1292905031717642e+20
Trattoria Pasquale North,5,1.165607159430148e+20
Trattoria Pasquale North,4,1.1124642672080385e+20
Trattoria Pasquale North,5,1.0957648867074287e+20
Trattoria Pasquale North,5,1.0584852892644812e+20
Trattoria Pasquale North,4,1.0531109148286222e+20
Joe's Crab Shack,5,1.1246954404243376e+20
Joe's Crab Shack,5,1.0614145114650088e+20
Joe's Crab Shack,5,1.1792260481030444e+20
Joe's Crab Shack,5,1.103269963167296e+20
Joe's Crab Shack,5,1.0483653309818716e+20
Joe's Crab Shack,1,1.079161205952294e+20
Joe's Crab Shack,1,1.0213629255401156e+20
Joe's Crab Shack,5,1.0107103709727605e+20
Joe's Crab Shack,3,1.1062585136869134e+20
Joe's Crab Shack,4,1.0490885704891598e+20
Joe's Crab Shack,1,1.097902695284298e+20
Joe's Crab Shack,3,1.1395127729634886e+20
Joe's Crab Shack,3,1.125671235365433e+20
Joe's Crab Shack,5,1.0225491171643556e+20
Joe's Crab Shack,4,1.133841322157413e+20
Burger King,5,1.100130364221936e+20
Burger King,4,1.1349139823856008e+20
Burger King,2,1.1570938301256524e+20
Burger King,3,1.1545916651560791e+20
Burger King,2,1.1005670767311484e+20
Burger King,3,1.0265285775763076e+20
Burger King,3,1.031000689714952e+20
Burger King,3,1.1167059938683188e+20
Burger King,1,1.164008699329204e+20
Burger King,1,1.0539941294369256e+20
Burger King,1,1.0870570843820931e+20
Palmdale Cracker,5,1.095494458541794e+20
Palmdale Cracker,4,1.0211756335350714e+20
Palmdale Cracker,5,1.049162883499568e+20
Palmdale Cracker,5,1.0146757364603508e+20
Palmdale Cracker,4,1.110177645823851e+20
Palmdale Cracker,5,1.0870210215176002e+20
Palmdale Cracker,5,1.1486579344686576e+20
Palmdale Cracker,5,1.134545049946383e+20
Palmdale Cracker,4,1.104806753028569e+20
Palmdale Cracker,5,1.0109480101991427e+20
South Pacific Grill,5,1.1593022376568232e+20
South Pacific Grill,5,1.0158710598673696e+20
South Pacific Grill,5,1.1684837549188918e+20
South Pacific Grill,5,1.1753704241375573e+20
South Pacific Grill,5,1.0131525312097383e+20
South Pacific Grill,4,1.1529046839359734e+20
South Pacific Grill,5,1.156402413640762e+20
South Pacific Grill,5,1.1252301967796629e+20
South Pacific Grill,4,1.0358751959936626e+20
South Pacific Grill,5,1.0102553102018098e+20
South Pacific Grill,5,1.1168911620705056e+20
South Pacific Grill,5,1.1384880989730827e+20
South Pacific Grill,5,1.114547464711702e+20
South Pacific Grill,5,1.0484793408706694e+20
South Pacific Grill,1,1.005597200460797e+20
South Pacific Grill,5,1.1799069950305504e+20
"Alley Cat Seafood, Beer House & Wine Boutique",5,1.1111280983847209e+20
"Alley Cat Seafood, Beer House & Wine Boutique",5,1.034127594059162e+20
"Alley Cat Seafood, Beer House & Wine Boutique",5,1.14992283604938e+20
"Alley Cat Seafood, Beer House & Wine Boutique",5,1.065684887576063e+20
"Alley Cat Seafood, Beer House & Wine Boutique",4,1.1235676084284868e+20
"Alley Cat Seafood, Beer House & Wine Boutique",4,1.144212767016394e+20
"Alley Cat Seafood, Beer House & Wine Boutique",2,1.13187073876572e+20
"Alley Cat Seafood, Beer House & Wine Boutique",5,1.0515676755052683e+20
"Alley Cat Seafood, Beer House & Wine Boutique",3,1.1291360100584378e+20
PAPA LLAMA,5,1.0822711461430203e+20
PAPA LLAMA,2,1.1742194842878984e+20
PAPA LLAMA,5,1.0816424694642791e+20
PAPA LLAMA,5,1.1794674903041596e+20
PAPA LLAMA,5,1.154891114275973e+20
PAPA LLAMA,5,1.0927199160516877e+20
PAPA LLAMA,5,1.1435289081915716e+20
PAPA LLAMA,3,1.035465834994485e+20
PAPA LLAMA,5,1.0479260929462369e+20
PAPA LLAMA,5,1.099787607893008e+20
PAPA LLAMA,3,1.061098627901027e+20
PAPA LLAMA,5,1.09301159560495e+20
PAPA LLAMA,5,1.086756511836379e+20
PAPA LLAMA,5,1.1287096104934095e+20
PAPA LLAMA,5,1.0979580879119291e+20
PAPA LLAMA,5,1.0904519195481086e+20
BurgerFi,3,1.0145277332082912e+20
BurgerFi,5,1.0439053783253046e+20
BurgerFi,3,1.0535597313999846e+20
BurgerFi,3,1.0961512417770562e+20
BurgerFi,3,1.1379587104960392e+20
BurgerFi,5,1.1066806524347734e+20
BurgerFi,2,1.082326231887946e+20
BurgerFi,5,1.1768796541566327e+20
BurgerFi,5,1.0207784929432456e+20
BurgerFi,5,1.1752476851275607e+20
BurgerFi,1,1.1415827466447012e+20
BurgerFi,2,1.170492546252196e+20
BurgerFi,5,1.0369299387275642e+20
BurgerFi,1,1.0286131809115264e+20
Big Randy’s,5,1.0760118303089947e+20
Big Randy’s,4,1.0841050776793924e+20
Big Randy’s,5,1.1018596955108268e+20
Big Randy’s,3,1.1103969455888674e+20
Big Randy’s,2,1.1460066653565016e+20
Big Randy’s,4,1.1634798917176076e+20
Big Randy’s,5,1.1377938752771668e+20
